"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Moto-Aquática/similar;2403
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Multicasco (Catamarã, Trimarã, Tetramarã, etc);18
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Outros;4612
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Passageiro;12
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Passageiro / Carga Geral;2
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Pesqueiro;55
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Rebocador;58
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Roll-on / Roll-off Passageiro (Ferry Boat);1
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Saveiro;1
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Supridor (Supply);3
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Traineira;3
"8º ";Delegacia Fluvial de Presidente Epitácio;DLPREP;SP;Veleiro;21
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Balsa;47
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Barcaça;9
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Batelão;11
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Bote;37
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Caiaque;1
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Caique;1
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Canoa;1326
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Carga de Alta Velocidade (HSC Carga);1
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Carga Geral;168
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Chata;4
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Draga;39
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Empurrador;18
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Flutuante;65
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Jet Boat;7
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Lancha;2450
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Laser;2
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Moto-Aquática/similar;172
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Outros;185
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Passageiro;42
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Passageiro / Carga Geral;14
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Passageiro de Alta Velocidade (HSC Passageiro);1
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Pesqueiro;174
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Rebocador;53
"9º ";Agência Fluvial de Boca do Acre;AGACRE;AC;Traineira;3
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Apoio a Mergulho;1
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Balsa;12
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Barcaça;3
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Batelão;115
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Bote;763
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Caiaque;1
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Canoa;531
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Carga Geral;7
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Draga;19
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Empurrador;18
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Flutuante;17
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Jet Boat;2
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Lancha;289
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Manuseio de Âncora (AHTS);1
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Moto-Aquática/similar;338
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Multicasco (Catamarã, Trimarã, Tetramarã, etc);7
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Passageiro;19
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Passageiro / Carga Geral;2
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Pesqueiro;61
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Pesquisa;1
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Rebocador;1
"9º ";Agência Fluvial de Caracaraí;AGCRAI;RR;Roll-on / Roll-off Passageiro (Ferry Boat);1
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Balsa;71
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Barcaça;2
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Batelão;223
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Bote;166
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Canoa;715
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Carga Geral;65
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Empurrador;5
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Flutuante;43
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Jet Boat;3
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Lancha;87
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Moto-Aquática/similar;36
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Passageiro;48
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Passageiro / Carga Geral;20
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Pesqueiro;9
"9º ";Agência Fluvial de Cruzeiro do Sul;AGFCRS;AC;Rebocador;7
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Alvarenga;1
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Balsa;56
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Barcaça;11
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Batelão;431
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Bote;113
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Canoa;391
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Carga Geral;8
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Draga;5
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Empurrador;21
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Flutuante;26
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Graneleiro;2
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Lancha;602
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Moto-Aquática/similar;40
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Outros;65
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Passageiro;13
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Passageiro / Carga Geral;6
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Pesqueiro;16
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Petroleiro;1
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Rebocador;40
"9º ";Agência Fluvial de Eirunepé;AGNEPE;AM;Tanque (transporte de granéis líquidos);5
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Balsa;38
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Batelão;2
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Bote;1309
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Caiaque;1
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Canoa;490
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Carga Geral;1
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Chata;742
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Draga;24
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Empurrador;13
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Flutuante;20
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Lancha;1095
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Moto-Aquática/similar;64
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Multicasco (Catamarã, Trimarã, Tetramarã, etc);1
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Outros;121
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Passageiro;8
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Passageiro / Carga Geral;4
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Pesqueiro;6
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Petroleiro;1
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Rebocador;36
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Roll-on / Roll-off Passageiro (Ferry Boat);1
"9º ";Agência Fluvial de Guajará-Mirim;AGIRIM;RO;Saveiro;1
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Balsa;51
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Batelão;6
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Bote;163
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Canoa;84
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Carga Geral;209
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Chata;1
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Dique Flutuante;1
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Draga;877
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Empurrador;16
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Flutuante;27
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Jet Boat;1
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Lancha;264
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Moto-Aquática/similar;10
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Outros;1
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Passageiro;153
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Passageiro / Carga Geral;44
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Pesqueiro;8
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Petroleiro;5
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Rebocador;8
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Roll-on / Roll-off Passageiro (Ferry Boat);1
"9º ";Agência Fluvial de Humaitá;AGHMTA;AM;Tanque (transporte de granéis líquidos);1
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Apoio à Manobra;2
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Balsa;85
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Barcaça;15
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Batelão;2
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Bote;78
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Canoa;171
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Carga Geral;563
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Curral;1
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Empurrador;91
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Flutuante;65
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Graneleiro;8
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Iate;3
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Jangada;2
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Lancha;542
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Moto-Aquática/similar;21
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Outros;24
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Passageiro;322
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Passageiro / Carga Geral;216
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Passageiro de Alta Velocidade (HSC Passageiro);1
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Pesqueiro;179
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Pesquisa;2
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Petroleiro;44
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Rebocador;149
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Roll-on / Roll-off Passageiro (Ferry Boat);5
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Tanque (transporte de granéis líquidos);12
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Transporte de Gases Liquefeitos;2
"9º ";Agência Fluvial de Itacoatiara;AGITAC;AM;Transporte Escolar;3
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Balsa;60
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Barcaça;1
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Batelão;7
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Bote;452
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Caique;1
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Canoa;649
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Carga Geral;368
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Chata;2
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Draga;1
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Empurrador;34
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Escuna;1
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Flutuante;40
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Graneleiro;3
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Iate;6
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Lançador de Linhas;1
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Lancha;1340
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Laser;39
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Moto-Aquática/similar;29
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Outros;52
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Passageiro;742
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Passageiro / Carga Geral;1052
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Pesqueiro;373
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Petroleiro;8
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Rebocador;31
"9º ";Agência Fluvial de Parintins;AGTINS;AM;"Roll-on / Roll-off Carga ";1
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Roll-on / Roll-off Passageiro (Ferry Boat);10
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Saveiro;5
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Tanque (transporte de granéis líquidos);8
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Traineira;1
"9º ";Agência Fluvial de Parintins;AGTINS;AM;Transporte de Gases Liquefeitos;1
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Alvarenga;1
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Apoio a Mergulho;1
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Balsa;97
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Barcaça;1
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Batelão;293
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Bote;201
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Canoa;60
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Carga Geral;206
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Dique Flutuante;1
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Draga;43
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Empurrador;86
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Flutuante;208
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Graneleiro;8
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Jet Boat;3
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Lancha;643
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Moto-Aquática/similar;19
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Multicasco (Catamarã, Trimarã, Tetramarã, etc);1
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Outros;274
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Passageiro;107
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Passageiro / Carga Geral;62
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Pesqueiro;314
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Pesquisa;2
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Petroleiro;1
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Rebocador;145
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Roll-on / Roll-off Passageiro (Ferry Boat);1
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Tanque (transporte de granéis líquidos);3
"9º ";Agência Fluvial de Tefé;AGTEFE;AM;Veleiro;1
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Apoio à Manobra;7
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Balsa;2334
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Barcaça;235
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Batelão;5
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Bote;457
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Cábrea;5
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Canoa;109
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Carga Geral;1595
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Chata;9
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Dique Flutuante;18
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Draga;69
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Empurrador;485
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Escuna;2
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Flotel;2
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Flutuante;469
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Graneleiro;64
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Iate;72
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Jangada;1
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Jet Boat;11
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Lançador de Linhas;7
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Lancha;7852
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Laser;2
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Manuseio de Âncora (AHTS);1
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Moto-Aquática/similar;2213
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Multicasco (Catamarã, Trimarã, Tetramarã, etc);62
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Outros;184
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Passageiro;751
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Passageiro / Carga Geral;566
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Passageiro de Alta Velocidade (HSC Passageiro);3
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Pesqueiro;1212
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Pesquisa;3
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Petroleiro;40
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Petroleiro e Químico;3
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Porta-Contentor;8
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Químico;1
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Rebocador;879
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;"Roll-on / Roll-off Carga ";7
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Roll-on / Roll-off Passageiro (Ferry Boat);42
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Saveiro;2
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Tanque (transporte de granéis líquidos);70
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Transporte de Carga Pesada (Navio de Cargas Especiais);2
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Transporte de Gases Liquefeitos;2
"9º ";Capitania Fluvial da Amazônia Ocidental;CPNAUS;AM;Veleiro;5
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Balsa;161
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Barcaça;6
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Batelão;39
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Bote;1293
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Cábrea;2
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Caiaque;17
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Canoa;472
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Carga Geral;73
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Chata;777
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Draga;661
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Empurrador;220
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Escuna;1
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Flutuante;139
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Graneleiro;3
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Jangada;1
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Jet Boat;9
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Lançador de Linhas;9
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Lancha;5088
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Laser;1
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Moto-Aquática/similar;536
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Multicasco (Catamarã, Trimarã, Tetramarã, etc);1
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Outros;103
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Passageiro;71
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Passageiro / Carga Geral;34
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Pesqueiro;26
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Rebocador;187
"9º ";Capitania Fluvial de Porto Velho;CFPVEL;RO;Roll-on / Roll-off Passageiro (Ferry Boat);1
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Alvarenga;1
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Anfíbia;1
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Balsa;70
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Barcaça;2
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Batelão;19
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Bote;863
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Cábrea;1
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Caiaque;4
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Canoa;2463
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Carga Geral;84
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Draga;8
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Embarcação Autônoma;1
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Empurrador;18
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Flutuante;133
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Graneleiro;1
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Iate;14
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Lançador de Linhas;1
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Lancha;699
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Moto-Aquática/similar;5
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Outros;159
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Passageiro;19
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Passageiro / Carga Geral;17
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Pesqueiro;26
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Petroleiro;2
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Rebocador;62
"9º ";Capitania Fluvial de Tabatinga;CFINGA;AM;Tanque (transporte de granéis líquidos);1
